freq,purchase,unit,geo\TIME_PERIOD	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOTAL,I10_A_AVG,CY	85.97 	96.17 	107.46 	113.52 	106.08 	100.00 	98.40 	95.39 	91.49 	89.88 	88.58 b	88.81 	90.81 	92.40 	95.84 	95.65 	92.41 	94.89 	97.67 
A,TOTAL,I10_A_AVG,CZ	: 	: 	: 	105.90 	101.80 	100.00 	100.00 	98.60 	98.60 	101.00 	105.10 	112.50 	125.80 	136.50 	149.00 	161.60 	193.50 	226.10 	222.30 
A,TOTAL,I10_A_AVG,DE	99.40 	99.00 	96.90 	98.20 	99.00 	100.00 	103.60 	107.10 	110.40 	113.90 	119.30 	128.30 	136.10 	145.20 	153.50 	165.40 	184.60 	193.90 	177.40 
A,TOTAL,I10_A_AVG,DK	91.47 	113.49 	116.53 	110.51 	97.28 	100.00 	98.30 	95.65 	99.37 	103.12 	110.31 	115.36 	121.08 	126.51 	129.30 	134.91 	150.65 	157.90 	151.22 
A,TOTAL,I10_A_AVG,EA	90.55 	96.66 	100.65 	101.85 	99.06 	100.00 	101.11 	99.01 	97.06 	97.33 	98.95 	102.94 	107.47 	112.67 	117.59 	123.76 	133.53 	142.87 	141.11 
A,TOTAL,I10_A_AVG,EA19	89.87 	96.39 	100.91 	102.32 	99.11 	100.00 	101.16 	99.10 	97.19 	97.51 	99.13 	103.14 	107.67 	112.88 	117.81 	123.99 	133.78 	143.14 	141.30 
A,TOTAL,I10_A_AVG,EA20	89.82 	96.39 	100.96 	102.39 	99.16 	100.00 	101.15 	99.09 	97.17 	97.48 	99.07 	103.05 	107.57 	112.78 	117.74 	123.94 	133.73 	143.16 	141.47 
A,TOTAL,I10_A_AVG,EE	92.35 	138.06 	166.72 	150.69 	94.63 	100.00 	108.49 	116.39 	128.79 	146.45 	156.50 	163.92 	172.95 	183.20 	196.04 	207.81 	239.09 	292.27 	309.43 
A,TOTAL,I10_A_AVG,ES	: 	100.71 	110.58 	109.00 	101.80 	100.00 	92.36 	78.71 	71.52 	71.75 	74.32 	77.76 	82.57 	88.13 	92.69 	94.76 	98.25 	105.52 	109.76 
A,TOTAL,I10_A_AVG,EU	86.99 	94.66 	102.84 	103.40 	98.81 	100.00 	100.34 	98.56 	97.46 	99.15 	101.94 	106.73 	111.81 	117.18 	122.26 	128.90 	139.75 	150.60 	150.13 
A,TOTAL,I10_A_AVG,EU27_2020	85.65 	94.08 	102.07 	103.42 	99.54 	100.00 	100.63 	98.51 	96.82 	97.52 	99.77 	104.07 	109.06 	114.55 	120.12 	126.84 	137.51 	148.19 	147.73 
A,TOTAL,I10_A_AVG,EU28	86.40 	94.66 	102.88 	103.44 	98.85 	100.00 	100.34 	98.57 	97.45 	99.14 	101.93 	106.72 	111.80 	117.17 	122.25 	: 	: 	: 	: 
A,TOTAL,I10_A_AVG,FI	81.22 	86.87 	92.00 	92.73 	94.07 	100.00 	103.18 	105.67 	106.89 	106.51 	106.52 b	107.89 	109.06 	110.07 	110.53 	112.48 	117.65 	119.03 	112.28 
A,TOTAL,I10_A_AVG,FR	84.94 	94.76 	100.83 	101.78 	95.57 	100.00 	105.73 	105.15 	103.20 	101.62 	100.26 	101.31 	104.51 	107.57 	111.14 	116.92 	124.30 	132.16 	131.60 
A,TOTAL,I10_A_AVG,HR	: 	: 	: 	112.38 	106.76 	100.00 	100.18 	98.61 	94.71 	93.22 	90.53 	91.33 	94.82 	100.61 	109.63 	118.03 	126.66 	145.46 	162.83 
A,TOTAL,I10_A_AVG,HU	: 	: 	105.61 	108.12 	102.45 	100.00 	96.57 	93.00 	90.62 	94.41 	106.77 	121.06 	135.86 	155.35 	181.69 	190.67 	222.12 	271.75 	291.00 p
A,TOTAL,I10_A_AVG,IE	124.46 	142.98 	153.65 	142.98 	115.60 	100.00 	82.92 	71.76 	72.66 	84.67 	94.38 	101.42 	112.44 	123.94 	126.85 	127.24 	137.77 	154.74 	159.48 
A,TOTAL,I10_A_AVG,IS	84.14 	98.30 	107.53 	114.22 	103.13 	100.00 	104.64 	111.86 	118.31 	128.28 	138.85 	152.41 	182.17 	197.18 	205.90 	219.09 	246.54 	298.31 	321.53 
A,TOTAL,I10_A_AVG,IT	: 	: 	: 	: 	: 	100.00 	101.40 	98.80 	92.40 	88.00 	84.70 	84.90 	84.00 	83.50 	83.40 	85.00 	87.20 	90.50 	91.60 
A,TOTAL,I10_A_AVG,LT	: 	111.93 	141.39 	154.10 	107.98 	100.00 	106.60 	106.36 	107.65 	114.57 	118.76 	125.18 	136.33 	146.29 	156.30 	167.66 	194.58 	231.64 	254.37 
A,TOTAL,I10_A_AVG,LU	: 	: 	92.86 	95.96 	94.86 	100.00 	103.68 	108.03 	113.42 	118.39 	124.78 	132.28 	139.70 	149.56 	164.69 	188.56 	214.81 	235.33 	213.98 
A,TOTAL,I10_A_AVG,LV	: 	130.02 	177.19 	179.15 	112.31 	100.00 	110.42 	113.71 	121.50 	128.78 	124.46 	135.03 	146.87 	160.92 	175.33 	181.42 	201.18 	229.01 	237.57 
A,TOTAL,I10_A_AVG,MT	64.19 	76.94 	93.09 	103.41 	98.94 	100.00 	98.64 	101.65 	101.23 	103.82 	109.85 	115.84 	121.96 	129.01 	136.92 	141.55 	148.77 	158.67 	168.53 p
A,TOTAL,I10_A_AVG,NL	95.36 	99.41 	104.22 	106.52 	101.78 	100.00 	98.03 	91.46 	85.94 	86.66 	89.71 	94.45 	102.09 	111.60 	119.65 	129.24 	147.96 	167.61 	164.39 
A,TOTAL,I10_A_AVG,NO	71.59 d	81.39 d	91.64 d	90.66 d	92.38 d	100.00 	108.17 	115.46 	120.43 	123.72 	131.99 	142.39 	150.13 	152.48 	158.62 	166.45 	181.69 	192.32 	194.85 
A,TOTAL,I10_A_AVG,PL	: 	: 	: 	: 	: 	100.00 	100.07 	96.58 	92.35 	93.27 	94.69 	96.45 	100.16 	106.75 	116.01 	128.17 	139.92 	156.43 	170.23 
A,TOTAL,I10_A_AVG,PT	: 	: 	: 	100.16 	99.24 	100.00 	95.10 	88.38 	86.71 	90.39 	93.15 	99.77 	109.00 	120.19 	132.16 	143.75 	157.27 	177.14 	191.66 
A,TOTAL,I10_A_AVG,RO	: 	: 	: 	: 	108.15 	100.00 	87.69 	83.25 	83.03 	81.33 	83.65 	88.63 	93.99 	99.23 	102.63 	107.44 	112.17 	120.21 	124.17 
A,TOTAL,I10_A_AVG,SE	70.36 	79.03 	88.88 	89.87 	92.70 	100.00 	102.58 	103.87 	109.22 	119.52 	135.20 	146.34 	156.06 	154.60 	158.44 	165.09 	181.79 	188.27 	178.37 
A,TOTAL,I10_A_AVG,SI	: 	: 	103.11 	110.32 	99.87 	100.00 	102.71 	95.64 	90.62 	84.64 	85.32 	88.10 	95.38 	103.71 	110.65 	115.75 	129.11 	148.16 	158.88 
A,TOTAL,I10_A_AVG,SK	: 	78.29 	100.98 	119.06 	103.88 	100.00 	98.50 	95.77 	96.53 	97.83 	103.04 	109.91 	116.34 	125.00 	136.41 	149.43 	158.95 	180.73 	180.40 
A,TOTAL,I10_A_AVG,TR	: 	: 	: 	: 	: 	100.00 d	108.80 d	120.67 d	134.46 d	151.25 d	175.08 d	197.46 d	218.81 d	235.94 d	247.29 d	306.11 d	421.03 d	1070.43 d	2129.45 d
A,TOTAL,I10_A_AVG,UK	91.64 	98.79 	108.58 	103.79 	94.53 	100.00 	98.53 	98.90 	101.44 	109.58 	116.08 	124.19 	129.85 	134.10 	135.42 	: 	: 	: 	: 
A,TOTAL,I15_A_AVG,AT	: 	: 	: 	: 	: 	77.32 	81.47 	86.86 	91.20 	94.68 	100.00 	106.71 	112.14 	118.83 	125.97 	135.52 	151.02 	168.49 	163.68 
A,TOTAL,I15_A_AVG,BE	72.85 	80.00 	86.20 	89.95 	89.58 	91.60 	94.88 	97.11 	98.55 	98.22 	100.00 	102.33 	105.95 	109.15 	113.23 	118.09 	125.96 	132.93 	136.05 
A,TOTAL,I15_A_AVG,BG	80.09 e	91.86 e	118.42 e	147.97 e	117.79 e	105.81 	99.98 	98.07 	95.92 	97.29 	100.00 b	107.02 	116.30 	123.96 	131.42 	137.41 	149.33 	169.92 b	186.67 
A,TOTAL,I15_A_AVG,CY	97.06 	108.57 	121.32 	128.17 	119.76 	112.90 	111.09 	107.70 	103.29 	101.47 	100.00 b	100.27 	102.52 	104.32 	108.20 	107.98 	104.33 	107.13 	110.27 
A,TOTAL,I15_A_AVG,CZ	: 	: 	: 	100.80 	96.90 	95.20 	95.30 	93.90 	93.90 	96.20 	100.00 	107.20 	119.70 	130.00 	141.90 	153.90 	184.20 	215.30 	211.70 
A,TOTAL,I15_A_AVG,DE	83.30 	83.00 	81.20 	82.30 	83.00 	83.90 	86.80 	89.80 	92.60 	95.50 	100.10 	107.50 	114.10 	121.70 	128.70 	138.70 	154.80 	162.60 	148.80 
A,TOTAL,I15_A_AVG,DK	82.93 	102.89 	105.65 	100.19 	88.19 	90.66 	89.12 	86.71 	90.09 	93.49 	100.00 	104.58 	109.77 	114.70 	117.22 	122.31 	136.57 	143.15 	137.10 
A,TOTAL,I15_A_AVG,EA	91.50 	97.69 	101.72 	102.93 	100.11 	101.06 	102.18 	100.07 	98.09 	98.36 	100.00 	104.04 	108.61 	113.86 	118.84 	125.07 	134.95 	144.39 	142.61 
A,TOTAL,I15_A_AVG,EA19	90.66 	97.23 	101.79 	103.21 	99.97 	100.88 	102.05 	99.96 	98.04 	98.36 	100.00 	104.04 	108.61 	113.86 	118.84 	125.07 	134.95 	144.39 	142.53 
A,TOTAL,I15_A_AVG,EA20	90.66 	97.29 	101.91 	103.35 	100.09 	100.94 	102.10 	100.02 	98.08 	98.39 	100.00 	104.01 	108.58 	113.84 	118.85 	125.11 	134.98 	144.50 	142.80 
A,TOTAL,I15_A_AVG,EE	59.01 	88.22 	106.54 	96.29 	60.47 	63.90 	69.32 	74.37 	82.29 	93.58 	100.00 	104.75 	110.51 	117.07 	125.27 	132.79 	152.78 	186.76 	197.72 
A,TOTAL,I15_A_AVG,ES	: 	135.50 	148.79 	146.66 	136.97 	134.55 	124.27 	105.90 	96.24 	96.54 	100.00 	104.62 	111.10 	118.58 	124.71 	127.50 	132.19 	141.98 	147.69 
A,TOTAL,I15_A_AVG,EU	85.34 	92.86 	100.88 	101.42 	96.93 	98.09 	98.43 	96.68 	95.61 	97.25 	100.00 	104.69 	109.68 	114.94 	119.93 	126.45 	137.08 	147.73 	147.27 
A,TOTAL,I15_A_AVG,EU27_2020	85.85 	94.30 	102.31 	103.67 	99.77 	100.23 	100.87 	98.74 	97.05 	97.75 	100.00 	104.32 	109.31 	114.82 	120.40 	127.13 	137.83 	148.54 	148.07 
A,TOTAL,I15_A_AVG,EU28	84.76 	92.86 	100.92 	101.47 	96.98 	98.10 	98.44 	96.70 	95.61 	97.25 	100.00 	104.69 	109.68 	114.94 	119.93 	: 	: 	: 	: 
A,TOTAL,I15_A_AVG,FI	76.25 	81.56 	86.37 	87.06 	88.31 	93.88 	96.87 	99.21 	100.35 	100.00 	100.00 b	101.29 	102.39 	103.34 	103.77 	105.60 	110.45 	111.75 	105.41 
A,TOTAL,I15_A_AVG,FR	84.72 	94.51 	100.57 	101.52 	95.32 	99.74 	105.46 	104.88 	102.93 	101.36 	100.00 	101.04 	104.24 	107.29 	110.86 	116.62 	123.98 	131.82 	131.26 
A,TOTAL,I15_A_AVG,HR	: 	: 	: 	124.14 	117.93 	110.47 	110.66 	108.93 	104.63 	102.98 	100.00 	100.89 	104.75 	111.14 	121.10 	130.38 	139.91 	160.69 	179.88 
A,TOTAL,I15_A_AVG,HU	: 	: 	98.91 	101.26 	95.95 	93.66 	90.45 	87.10 	84.87 	88.43 	100.00 	113.38 	127.24 	145.50 	170.17 	178.58 	208.04 	254.52 	272.54 p
A,TOTAL,I15_A_AVG,IE	131.89 	151.50 	162.81 	151.51 	122.49 	105.96 	87.86 	76.04 	76.99 	89.72 	100.00 	107.46 	119.14 	131.33 	134.41 	134.82 	145.98 	163.96 	168.99 
A,TOTAL,I15_A_AVG,IS	60.60 	70.79 	77.44 	82.26 	74.28 	72.02 	75.36 	80.57 	85.21 	92.39 	100.00 	109.77 	131.20 	142.01 	148.29 	157.79 	177.57 	214.84 	231.57 
A,TOTAL,I15_A_AVG,IT	: 	: 	: 	: 	: 	118.10 	119.70 	116.70 	109.10 	104.00 	100.00 	100.30 	99.20 	98.60 	98.50 	100.40 	103.00 	106.90 	108.30 
A,TOTAL,I15_A_AVG,LT	: 	94.25 	119.06 	129.76 	90.92 	84.20 	89.77 	89.56 	90.65 	96.47 	100.00 	105.40 	114.80 	123.18 	131.61 	141.18 	163.84 	195.05 	214.20 
A,TOTAL,I15_A_AVG,LU	: 	: 	74.42 	76.91 	76.02 	80.14 	83.09 	86.58 	90.89 	94.88 	100.00 	106.01 	111.96 	119.86 	131.99 	151.12 	172.15 	188.60 	171.48 
A,TOTAL,I15_A_AVG,LV	: 	104.48 	142.37 	143.94 	90.24 	80.35 	88.73 	91.36 	97.62 	103.48 	100.00 	108.49 	118.01 	129.30 	140.88 	145.77 	161.65 	184.01 	190.89 
A,TOTAL,I15_A_AVG,MT	58.43 	70.04 	84.75 	94.14 	90.07 	91.04 	89.80 	92.54 	92.16 	94.51 	100.00 	105.45 	111.03 	117.45 	124.65 	128.86 	135.44 	144.45 	153.42 p
A,TOTAL,I15_A_AVG,NL	106.30 	110.82 	116.18 	118.74 	113.46 	111.48 	109.27 	101.96 	95.81 	96.61 	100.00 	105.29 	113.81 	124.40 	133.38 	144.07 	164.94 	186.84 	183.26 
A,TOTAL,I15_A_AVG,NO	54.24 d	61.66 d	69.43 d	68.69 d	69.99 d	75.77 	81.95 	87.48 	91.24 	93.74 	100.00 	107.88 	113.75 	115.53 	120.18 	126.11 	137.66 	145.71 	147.63 
A,TOTAL,I15_A_AVG,PL	: 	: 	: 	: 	: 	105.61 	105.70 	102.01 	97.54 	98.50 	100.00 	101.86 	105.78 	112.74 	122.52 	135.36 	147.77 	165.21 	179.78 
A,TOTAL,I15_A_AVG,PT	: 	: 	: 	107.53 	106.54 	107.36 	102.09 	94.87 	93.09 	97.04 	100.00 	107.12 	117.02 	129.03 	141.88 	154.33 	168.84 	190.17 	205.76 
A,TOTAL,I15_A_AVG,RO	: 	: 	: 	: 	129.28 	119.54 	104.83 	99.51 	99.26 	97.22 	100.00 	105.95 	112.36 	118.62 	122.69 	128.44 	134.09 	143.70 	148.43 
A,TOTAL,I15_A_AVG,SE	52.04 	58.46 	65.74 	66.47 	68.57 	73.97 	75.87 	76.83 	80.79 	88.40 	100.00 	108.24 	115.43 	114.35 	117.19 	122.11 	134.46 	139.25 	131.93 
A,TOTAL,I15_A_AVG,SI	: 	: 	120.85 	129.31 	117.06 	117.21 	120.39 	112.09 	106.21 	99.20 	100.00 	103.25 	111.79 	121.55 	129.69 	135.66 	151.32 	173.65 	186.22 
A,TOTAL,I15_A_AVG,SK	: 	75.99 	98.00 	115.55 	100.82 	97.06 	95.60 	92.94 	93.69 	94.96 	100.00 	106.67 	112.91 	121.32 	132.40 	145.02 	154.27 	175.41 	175.08 
A,TOTAL,I15_A_AVG,TR	: 	: 	: 	: 	: 	57.12 d	62.15 d	68.93 d	76.80 d	86.39 d	100.00 d	112.78 d	124.98 d	134.77 d	141.25 d	174.84 d	240.48 d	611.40 d	1216.29 d
A,TOTAL,I15_A_AVG,UK	78.96 	85.10 	93.54 	89.41 	81.44 	86.15 	84.88 	85.20 	87.39 	94.40 	100.00 	106.99 	111.86 	115.53 	116.67 	: 	: 	: 	: 
A,TOTAL,RCH_A_AVG,AT	: 	: 	: 	: 	: 	: 	5.4 	6.6 	5.0 	3.8 	5.6 	6.7 	5.1 	6.0 	6.0 	7.6 	11.4 	11.6 	-2.9 
A,TOTAL,RCH_A_AVG,BE	: 	9.8 	7.8 	4.3 	-0.4 	2.3 	3.6 	2.4 	1.5 	-0.3 	1.8 	2.3 	3.5 	3.0 	3.7 	4.3 	6.7 	5.5 	2.3 
A,TOTAL,RCH_A_AVG,BG	: 	14.7 e	28.9 e	25.0 e	-20.4 e	-10.2 e	-5.5 	-1.9 	-2.2 	1.4 	2.8 b	7.0 	8.7 	6.6 	6.0 	4.6 	8.7 	13.8 b	9.9 
A,TOTAL,RCH_A_AVG,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.0 	3.7 	2.5 	5.7 	6.4 	2.2 
A,TOTAL,RCH_A_AVG,CY	: 	11.9 	11.7 	5.6 	-6.6 	-5.7 	-1.6 	-3.1 	-4.1 	-1.8 	-1.5 b	0.3 	2.2 	1.8 	3.7 	-0.2 	-3.4 	2.7 	2.9 
A,TOTAL,RCH_A_AVG,CZ	: 	: 	: 	: 	-3.8 	-1.8 	0.0 	-1.5 	0.0 	2.5 	4.0 	7.2 	11.7 	8.6 	9.2 	8.4 	19.7 	16.9 	-1.7 
A,TOTAL,RCH_A_AVG,DE	: 	-0.4 	-2.1 	1.4 	0.8 	1.0 	3.5 	3.4 	3.1 	3.2 	4.8 	7.4 	6.1 	6.6 	5.8 	7.7 	11.6 	5.1 	-8.5 
A,TOTAL,RCH_A_AVG,DK	: 	24.1 	2.7 	-5.2 	-12.0 	2.8 	-1.7 	-2.7 	3.9 	3.8 	7.0 	4.6 	5.0 	4.5 	2.2 	4.3 	11.7 	4.8 	-4.2 
A,TOTAL,RCH_A_AVG,EA	: 	6.8 	4.1 	1.2 	-2.7 	1.0 	1.1 	-2.1 	-2.0 	0.3 	1.7 	4.0 	4.4 	4.8 	4.4 	5.2 	7.9 	7.0 	-1.2 
A,TOTAL,RCH_A_AVG,EA19	: 	7.2 	4.7 	1.4 	-3.1 	0.9 	1.2 	-2.0 	-1.9 	0.3 	1.7 	4.0 	4.4 	4.8 	4.4 	5.2 	7.9 	7.0 	-1.3 
A,TOTAL,RCH_A_AVG,EA20	: 	7.3 	4.7 	1.4 	-3.2 	0.9 	1.1 	-2.0 	-1.9 	0.3 	1.6 	4.0 	4.4 	4.8 	4.4 	5.3 	7.9 	7.1 	-1.2 
A,TOTAL,RCH_A_AVG,EE	: 	49.5 	20.8 	-9.6 	-37.2 	5.7 	8.5 	7.3 	10.7 	13.7 	6.9 	4.7 	5.5 	5.9 	7.0 	6.0 	15.0 	22.2 	5.9 
A,TOTAL,RCH_A_AVG,ES	: 	: 	9.8 	-1.4 	-6.6 	-1.8 	-7.6 	-14.8 	-9.1 	0.3 	3.6 	4.6 	6.2 	6.7 	5.2 	2.2 	3.7 	7.4 	4.0 
A,TOTAL,RCH_A_AVG,EU	: 	8.8 	8.6 	0.5 	-4.4 	1.2 	0.3 	-1.8 	-1.1 	1.7 	2.8 	4.7 	4.8 	4.8 	4.3 	5.4 	8.4 	7.8 	-0.3 
A,TOTAL,RCH_A_AVG,EU27_2020	: 	9.8 	8.5 	1.3 	-3.8 	0.5 	0.6 	-2.1 	-1.7 	0.7 	2.3 	4.3 	4.8 	5.0 	4.9 	5.6 	8.4 	7.8 	-0.3 
A,TOTAL,RCH_A_AVG,EU28	: 	9.6 	8.7 	0.5 	-4.4 	1.2 	0.3 	-1.8 	-1.1 	1.7 	2.8 	4.7 	4.8 	4.8 	4.3 	: 	: 	: 	: 
A,TOTAL,RCH_A_AVG,FI	: 	7.0 	5.9 	0.8 	1.4 	6.3 	3.2 	2.4 	1.2 	-0.4 	0.0 b	1.3 	1.1 	0.9 	0.4 	1.8 	4.6 	1.2 	-5.7 
A,TOTAL,RCH_A_AVG,FR	: 	11.6 	6.4 	0.9 	-6.1 	4.6 	5.7 	-0.5 	-1.9 	-1.5 	-1.3 	1.0 	3.2 	2.9 	3.3 	5.2 	6.3 	6.3 	-0.4 
A,TOTAL,RCH_A_AVG,HR	: 	: 	: 	: 	-5.0 	-6.3 	0.2 	-1.6 	-3.9 	-1.6 	-2.9 	0.9 	3.8 	6.1 	9.0 	7.7 	7.3 	14.8 	11.9 
A,TOTAL,RCH_A_AVG,HU	: 	: 	: 	2.4 	-5.2 	-2.4 	-3.4 	-3.7 	-2.6 	4.2 	13.1 	13.4 	12.2 	14.3 	17.0 	4.9 	16.5 	22.3 	7.1 p
A,TOTAL,RCH_A_AVG,IE	: 	14.9 	7.5 	-6.9 	-19.2 	-13.5 	-17.1 	-13.5 	1.2 	16.5 	11.5 	7.5 	10.9 	10.2 	2.3 	0.3 	8.3 	12.3 	3.1 
A,TOTAL,RCH_A_AVG,IS	: 	16.8 	9.4 	6.2 	-9.7 	-3.0 	4.6 	6.9 	5.8 	8.4 	8.2 	9.8 	19.5 	8.2 	4.4 	6.4 	12.5 	21.0 	7.8 
A,TOTAL,RCH_A_AVG,IT	: 	: 	: 	: 	: 	: 	1.4 	-2.5 	-6.5 	-4.7 	-3.8 	0.3 	-1.1 	-0.6 	-0.1 	1.9 	2.5 	3.8 	1.3 
A,TOTAL,RCH_A_AVG,LT	: 	: 	26.3 	9.0 	-29.9 	-7.4 	6.6 	-0.2 	1.2 	6.4 	3.7 	5.4 	8.9 	7.3 	6.8 	7.3 	16.1 	19.0 	9.8 
A,TOTAL,RCH_A_AVG,LU	: 	: 	: 	3.3 	-1.2 	5.4 	3.7 	4.2 	5.0 	4.4 	5.4 	6.0 	5.6 	7.1 	10.1 	14.5 	13.9 	9.6 	-9.1 
A,TOTAL,RCH_A_AVG,LV	: 	: 	36.3 	1.1 	-37.3 	-11.0 	10.4 	3.0 	6.9 	6.0 	-3.4 	8.5 	8.8 	9.6 	9.0 	3.5 	10.9 	13.8 	3.7 
A,TOTAL,RCH_A_AVG,MT	: 	19.9 	21.0 	11.1 	-4.3 	1.1 	-1.4 	3.0 	-0.4 	2.6 	5.8 	5.4 	5.3 	5.8 	6.1 	3.4 	5.1 	6.7 	6.2 p
A,TOTAL,RCH_A_AVG,NL	: 	4.2 	4.8 	2.2 	-4.4 	-1.7 	-2.0 	-6.7 	-6.0 	0.8 	3.5 	5.3 	8.1 	9.3 	7.2 	8.0 	14.5 	13.3 	-1.9 
A,TOTAL,RCH_A_AVG,NO	: 	13.7 d	12.6 d	-1.1 d	1.9 d	8.3 d	8.2 	6.7 	4.3 	2.7 	6.7 	7.9 	5.4 	1.6 	4.0 	4.9 	9.2 	5.9 	1.3 
A,TOTAL,RCH_A_AVG,PL	: 	: 	: 	: 	: 	: 	0.1 	-3.5 	-4.4 	1.0 	1.5 	1.9 	3.9 	6.6 	8.7 	10.5 	9.2 	11.8 	8.8 
A,TOTAL,RCH_A_AVG,PT	: 	: 	: 	: 	-0.9 	0.8 	-4.9 	-7.1 	-1.9 	4.2 	3.1 	7.1 	9.2 	10.3 	10.0 	8.8 	9.4 	12.6 	8.2 
A,TOTAL,RCH_A_AVG,RO	: 	: 	: 	: 	: 	-7.5 	-12.3 	-5.1 	-0.3 	-2.1 	2.9 	6.0 	6.0 	5.6 	3.4 	4.7 	4.4 	7.2 	3.3 
A,TOTAL,RCH_A_AVG,SE	: 	12.3 	12.4 	1.1 	3.1 	7.9 	2.6 	1.3 	5.2 	9.4 	13.1 	8.2 	6.6 	-0.9 	2.5 	4.2 	10.1 	3.6 	-5.3 
A,TOTAL,RCH_A_AVG,SI	: 	: 	: 	7.0 	-9.5 	0.1 	2.7 	-6.9 	-5.2 	-6.6 	0.8 	3.3 	8.3 	8.7 	6.7 	4.6 	11.5 	14.8 	7.2 
A,TOTAL,RCH_A_AVG,SK	: 	: 	29.0 	17.9 	-12.8 	-3.7 	-1.5 	-2.8 	0.8 	1.4 	5.3 	6.7 	5.9 	7.4 	9.1 	9.5 	6.4 	13.7 	-0.2 
A,TOTAL,RCH_A_AVG,TR	: 	: 	: 	: 	: 	: 	8.8 d	10.9 d	11.4 d	12.5 d	15.8 d	12.8 d	10.8 d	7.8 d	4.8 d	23.8 d	37.5 d	154.2 d	98.9 d
A,TOTAL,RCH_A_AVG,UK	: 	7.8 	9.9 	-4.4 	-8.9 	5.8 	-1.5 	0.4 	2.6 	8.0 	5.9 	7.0 	4.6 	3.3 	1.0 	: 	: 	: 	: 
